Systematic_ID,Gene_name,Gene_product,uniprot_id,FYPOviability,Transcript,Chr,Start,End,Strand,mRNA_gc_content,genomic_coding_region_length,gc_content_of_genomic_coding_region,num_exon_regions,total_cds_length,cds_fraction,cds_gc_content,average_cds_length,num_introns,total_intron_length,average_intron_length,intron_gc_content,primary_transcript,isoform_number,mRNA_abundance,RNA_abundance_in_spores,tAI,mRNA_synthesis_rate,mRNA_half_life,Mass (kDa),pI,Charge,protein_length,CAI,protein_abundance,protein_half_life,evolutionary_rate,dN_dS,Multifunctionality,Nc,co_expression_degree,Paralog,paralog_count
SPBC12C2.06,dbp5,cytoplasmic ATP-dependent RNA helicase Dbp5,Q09747,inviable,SPBC12C2.06.1,II,2464269.0,2465983.0,-,0.387,1512.0,0.4,1.0,1512.0,1.0,0.395,1512.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,8.0,177.14,0.396911753088145,,,56.3,5.48,-5.88,503,0.59,20180.5,12.22696,0.139810426540284,0.0367,9.0,48.896,498.0,none,0.0
SPBC12C2.07c,srm1,spermidine synthase Srm1,Q09741,viable,SPBC12C2.07c.1,II,2463115.0,2464361.0,+,0.39,897.0,0.428,1.0,897.0,1.0,0.408,897.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,35.0,92.91,0.468214774682578,0.159744408945687,64.72,33.15,5.59,-6.95,298,0.53,95350.7,13.0173,0.119668246445498,0.058,6.0,40.604,482.0,none,0.0
SPBC12C2.08,dnm1,mitochondrial dynamin family scission GTPase Dnm1,Q09748,viable,SPBC12C2.08.1,II,2458816.0,2461696.0,-,0.368,2477.0,0.378,2.0,2346.0,0.95,0.395,1173.0,1.0,131.0,131.0,0.316,primary_transcript,1.0,2.7,30.2,0.38500618512362,0.231481481481481,12.76,87.01,5.06,-18.0,781,0.58,7790.11,13.61979,0.26042654028436,0.0526,12.0,48.894,397.0,none,0.0
SPBC12C2.09c,izh2,Haemolysin-III family plasma membrane receptor implicated in zinc ion homeostasis Izh2,Q09749,viable,SPBC12C2.09c.1,II,2457282.0,2458979.0,+,0.339,975.0,0.366,1.0,975.0,1.0,0.434,975.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,1.2,6.07,0.332726844857931,0.0965250965250965,5.54,37.17,7.8,4.31,324,0.58,,,0.509952606635071,0.0925,8.0,47.543,174.0,none,0.0
SPBC12C2.10c,pst1,Clr6 I prime and Rpd3L histone deacetylase complex subunit Pst1,Q09750,inviable,SPBC12C2.10c.1,II,2452028.0,2457119.0,+,0.395,4706.0,0.402,2.0,4569.0,0.97,0.52,2284.5,1.0,137.0,137.0,0.342,primary_transcript,1.0,4.2,40.5,0.367603412167194,0.0825082508250825,1.61,171.45,5.98,-23.71,1522,0.61,2293.14,6.225582,0.545734597156398,0.081,10.0,50.535,222.0,pst2|pst3,2.0
SPBC12C2.11,gfa1,glutamine-fructose-6-phosphate transaminase Gfa1,Q09740,inviable,SPBC12C2.11.1,II,2448092.0,2450914.0,-,0.39,2364.0,0.402,3.0,2091.0,0.88,0.466,697.0,2.0,273.0,136.5,0.316,primary_transcript,1.0,6.6,92.6,0.380546006785736,,,77.32,6.63,-4.31,696,0.6,11365.78,15.66458,0.134123222748815,0.0334,5.0,47.74,439.0,none,0.0
SPBC12C2.12c,glo1,glyoxalase I,Q09751,viable,SPBC12C2.12c.1,II,2446557.0,2447857.0,+,0.368,909.0,0.402,1.0,909.0,1.0,0.395,909.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,8.0,125.13,0.430139562543872,0.199600798403194,32.06,34.41,6.19,-4.71,302,0.54,11869.61,14.03748,0.159952606635071,0.0301,12.0,44.879,90.0,none,0.0
SPBC12C2.13c,fnx1,vacuolar amino acid transmembrane transporter Fnx1,Q09752,viable,SPBC12C2.13c.1,II,2444295.0,2446292.0,+,0.391,1596.0,0.417,1.0,1596.0,1.0,0.447,1596.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,2.6,1.82,0.38186269542247,0.0950570342205323,21.37,58.06,9.27,10.46,531,0.63,2690.4,,0.441469194312796,0.0896,9.0,53.033,72.0,SPAC1399.02|SPAC3H1.06c|SPBC16A3.17c|fnx2,4.0
SPBC12C2.14c,SPBC12C2.14c,dubious,Q9C0X4,unknown,SPBC12C2.14c.1,II,2471721.0,2472056.0,-,0.385,336.0,0.384,1.0,336.0,1.0,0.368,336.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,0.0,,,,,13.36,10.77,12.42,111,0.55,,,,,,55.094,44.0,,
SPBC12D12.01,sad1,spindle pole body SUN domain protein Sad1,Q09825,inviable,SPBC12D12.01.1,II,2303766.0,2306661.0,+,0.374,1545.0,0.403,1.0,1545.0,1.0,0.461,1545.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,1.6,10.59,0.347387811980236,0.241545893719807,3.37,58.08,5.02,-14.38,514,0.66,2368.92,12.63321,0.893601895734597,0.1253,7.0,54.839,209.0,none,0.0
SPBC12D12.02c,cdm1,DNA polymerase delta subunit Cdm1,O59835,viable,SPBC12D12.02c.1,II,2305691.0,2306373.0,-,0.372,483.0,0.393,1.0,483.0,1.0,0.421,483.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,1.9,204.53,0.338654944273145,0.109289617486339,5.08,18.59,7.73,1.16,160,0.6,,,0.770142180094787,0.1366,8.0,56.281,36.0,none,0.0
SPBC12D12.03,cct1,chaperonin-containing T-complex alpha subunit Cct1,O94501,inviable,SPBC12D12.03.1,II,2307369.0,2309574.0,+,0.39,2001.0,0.396,4.0,1671.0,0.84,0.457,417.75,3.0,330.0,110.0,0.375,primary_transcript,1.0,12.0,167.7,0.415635328714355,0.157977883096367,55.9,60.05,6.73,-1.22,556,0.57,23436.98,14.3397,0.0350710900473934,0.0231,10.0,46.818,285.0,none,0.0
SPBC12D12.04c,pck2,protein kinase C (PKC)-like Pck2,P36583,viable,SPBC12D12.04c.1,II,2309126.0,2313008.0,-,0.383,3051.0,0.393,1.0,3051.0,1.0,0.447,3051.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,2.8,23.36,0.380438171108768,0.236406619385343,8.01,116.0,8.17,15.11,1016,0.58,557.48,12.44835,0.589336492890995,,16.0,48.397,267.0,pck1,1.0
SPBC12D12.05c,SPBC12D12.05c,"mitochondrial carrier, ATP:ADP antiporter",O94502,viable,SPBC12D12.05c.1,II,2314207.0,2316016.0,-,0.378,1318.0,0.388,2.0,1281.0,0.97,0.408,640.5,1.0,37.0,37.0,0.357,primary_transcript,1.0,2.5,23.56,0.327200831912985,0.3003003003003,1.77,47.51,9.67,16.41,426,0.6,,,0.563981042654028,0.0566,8.0,49.848,304.0,none,0.0
SPBC12D12.06,srb11,mediator complex cyclin subunit Srb11,O94503,viable,SPBC12D12.06.1,II,2316055.0,2317654.0,+,0.328,1241.0,0.339,4.0,687.0,0.55,0.455,171.75,3.0,554.0,184.67,0.355,primary_transcript,1.0,0.47,35.13,0.351159618551495,0.0455580865603645,9.84,26.18,5.61,-4.83,228,0.57,,,0.731279620853081,0.1128,3.0,48.128,395.0,none,0.0
SPBC12D12.07c,trx2,mitochondrial thioredoxin Trx2,O94504,viable,SPBC12D12.07c.1,II,2317361.0,2318530.0,-,0.315,484.0,0.362,2.0,402.0,0.83,0.434,201.0,1.0,82.0,82.0,0.342,primary_transcript,1.0,2.1,12.34,0.397836691119445,0.075642965204236,24.76,15.08,10.18,8.16,133,0.5,7192.4,10.60651,0.626777251184834,0.2008,4.0,42.335,502.0,none,0.0
SPBC12D12.08c,ned8,ubiquitin-like protein modifier for cullin Ned8,O14399,inviable,SPBC12D12.08c.1,II,2319758.0,2320295.0,-,0.317,406.0,0.347,4.0,237.0,0.58,0.504,59.25,3.0,169.0,56.33,0.34,primary_transcript,1.0,2.7,108.95,0.38370818809741,0.0944287063267233,23.91,8.66,6.52,-0.56,78,0.46,,8.260604,0.0163507109004739,0.0161,7.0,46.144,648.0,none,0.0
SPBC12D12.09,rev7,mitochondrial and nucleatr DNA polymerase zeta subunit Rev7,Q0E7J8,viable,SPBC12D12.09.1,II,2313378.0,2314605.0,+,0.335,933.0,0.355,7.0,642.0,0.69,0.434,91.71,6.0,291.0,48.5,0.369,primary_transcript,1.0,0.46,150.74,0.338687561862141,0.0279095729835334,24.81,25.04,4.66,-8.43,213,0.56,,,0.93436018957346,0.2349,8.0,46.055,0.0,none,0.0
SPBC1306.01c,gfm1,"mitochondrial elongation factor G, Gfm1/Mef1",Q9USZ1,inviable,SPBC1306.01c.1,II,1177876.0,1180486.0,-,0.398,2313.0,0.41,1.0,2313.0,1.0,0.395,2313.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,5.2,28.36,0.387190855274249,0.169779286926995,24.59,86.32,6.1,-5.81,770,0.61,5594.72,12.03203,0.177014218009479,0.0378,6.0,51.435,450.0,none,0.0
SPBC1306.02,trm734,tRNA (guanosine 34-2'-O)-methyltransferase regulator Trm734,Q9USZ0,viable,SPBC1306.02.1,II,1180847.0,1184250.0,+,0.36,3061.0,0.363,3.0,2955.0,0.97,0.408,985.0,2.0,106.0,53.0,0.396,primary_transcript,1.0,0.85,6.57,0.33593502689627,0.14903129657228,8.17,110.98,7.36,3.8,984,0.6,508.6,,0.871800947867299,0.1039,5.0,48.518,113.0,none,0.0
SPBC1347.01c,rev1,deoxycytidyl transferase Rev1,O94623,viable,SPBC1347.01c.1,II,4061232.0,4064413.0,-,0.357,2808.0,0.368,1.0,2808.0,1.0,0.382,2808.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,0.3,16.21,0.343845491800303,0.0545851528384279,4.24,106.52,9.76,32.51,935,0.63,,,0.699526066350711,0.1094,12.0,51.296,32.0,none,0.0
SPBC1347.02,ani1,nucleophosmin-like histone chaperone/CENP-A amino terminus domain (NTD) isomerase Ani1/Fkbp39,O74191,viable,SPBC1347.02.1,II,4064520.0,4065960.0,+,0.408,1086.0,0.437,1.0,1086.0,1.0,0.421,1086.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,14.0,92.66,0.473428430426313,1.0,31.89,39.3,4.4,-24.26,361,0.52,13229.12,25.15468,0.254502369668246,,3.0,43.342,674.0,ani2,1.0
SPBC1347.03,meu14,sporulation specific PIL domain protein Meu14,O94756,viable,SPBC1347.03.1,II,4066294.0,4067457.0,+,0.373,1049.0,0.382,2.0,1008.0,0.96,0.401,504.0,1.0,41.0,41.0,0.35,primary_transcript,1.0,0.058,1.14,0.347936873464977,,,37.39,7.7,1.63,335,0.6,,,0.607582938388626,,6.0,47.228,25.0,none,0.0
SPBC1347.04,tim54,TIM22 inner membrane protein insertion complex subunit Tim54,O94624,inviable,SPBC1347.04.1,II,4067789.0,4069167.0,+,0.349,1044.0,0.372,1.0,1044.0,1.0,0.355,1044.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,3.0,15.54,0.35185957617302,0.123456790123457,24.22,39.8,5.28,-6.04,347,0.57,8431.24,11.46974,0.744549763033175,,4.0,49.126,756.0,none,0.0
SPBC1347.05c,scj1,Hsp40 family ER-associated DNAJ domain protein Scj1,O94625,inviable,SPBC1347.05c.1,II,4069163.0,4070724.0,-,0.388,1381.0,0.397,4.0,1197.0,0.87,0.401,299.25,3.0,184.0,61.33,0.371,primary_transcript,1.0,3.3,18.73,0.384526991221712,0.104602510460251,12.09,44.29,7.96,4.14,398,0.56,8219.66,,0.425118483412322,0.0895,7.0,47.1,77.0,none,0.0
SPBC1347.06c,cki1,serine/threonine protein kinase (CK1 family) Cki1,P40233,viable,SPBC1347.06c.1,II,4071555.0,4073330.0,-,0.393,1424.0,0.411,2.0,1341.0,0.94,0.401,670.5,2.0,126.0,63.0,0.37,primary_transcript,1.0,3.9,73.03,0.357215383131739,0.247524752475248,5.98,50.42,9.1,9.26,446,0.6,7922.74,12.75518,0.316587677725118,,5.0,50.93,297.0,cki3|cki2,2.0
SPBC1347.07,rex2,RNA exonuclease,O94626,viable,SPBC1347.07.1,II,4073568.0,4075761.0,+,0.368,1126.0,0.356,5.0,759.0,0.67,0.426,151.8,4.0,367.0,91.75,0.359,primary_transcript,1.0,1.6,24.84,0.362351300438021,0.0856898029134533,15.73,29.29,9.58,11.0,252,0.6,1867.32,9.479145,0.23696682464455,0.0732,5.0,57.267,62.0,none,0.0
SPBC1347.08c,rnh202,ribonuclease H2 complex subunit Rnh202,O94627,viable,SPBC1347.08c.1,II,4073720.0,4076095.0,-,0.36,882.0,0.398,1.0,882.0,1.0,0.368,882.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,2.4,4.51,0.344302366577885,0.129533678756477,11.37,33.72,9.41,8.79,293,0.66,1708.26,10.99128,0.832938388625592,0.2567,5.0,55.525,298.0,none,0.0
SPBC1347.09,SPBC1347.09,"hexaprenyldihydroxybenzoate methyltransferase, Coq3 variant",O94628,viable,SPBC1347.09.1,II,4077161.0,4078794.0,+,0.333,855.0,0.366,1.0,855.0,1.0,0.421,855.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,1.6,18.59,0.34342524892827,0.298507462686567,6.71,31.71,6.04,-4.96,284,0.59,6811.46,12.92934,0.907109004739337,0.1545,6.0,52.948,533.0,coq3,1.0
SPBC1347.10,cdc23,MCM-associated protein Mcm10,O42709,inviable,SPBC1347.10.1,II,4079057.0,4081564.0,+,0.402,1782.0,0.441,1.0,1782.0,1.0,0.461,1782.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,1.6,12.24,0.344681449209061,0.144300144300144,7.71,66.63,9.93,23.43,593,0.65,148.72,,0.733175355450237,0.0825,10.0,54.718,172.0,none,0.0
SPBC1347.11,sro1,stress responsive orphan 1,O94629,viable,SPBC1347.11.1,II,4081859.0,4083198.0,+,0.321,321.0,0.433,1.0,321.0,1.0,0.421,321.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,8.4,12.16,0.459017210221811,0.273224043715847,4.3,11.46,4.65,-2.04,106,0.45,,,,0.3187,4.0,39.038,35.0,none,0.0
SPBC1347.12,arp1,"dynactin complex subunit, centractin family actin-like protein Arp1",O94630,viable,SPBC1347.12.1,II,4083937.0,4085508.0,+,0.374,1291.0,0.388,4.0,1140.0,0.88,0.445,285.0,3.0,151.0,50.33,0.403,primary_transcript,1.0,0.15,0.36,0.368940079698648,,,42.79,5.31,-8.27,379,0.61,,,0.514691943127962,0.0978,5.0,51.463,61.0,none,0.0
SPBC1347.13c,mrm1,mitochondrial rRNA ribose methyltransferase Mrm1,O94631,viable,SPBC1347.13c.1,II,4085349.0,4086593.0,-,0.361,1090.0,0.371,4.0,906.0,0.83,0.418,226.5,3.0,184.0,61.33,0.379,primary_transcript,1.0,1.3,15.46,0.32889188626911,0.0403551251008878,18.09,33.4,9.8,12.3,301,0.59,,14.08554,,,5.0,53.204,686.0,none,0.0
SPBC1347.14c,SPBC1347.14c,dubious,Q2HQL6,unknown,SPBC1347.14c.1,II,4082279.0,4082644.0,-,0.389,366.0,0.388,1.0,366.0,1.0,0.447,366.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,0.042,6.86,,,,13.38,10.63,10.36,121,0.53,,,,,,46.611,0.0,,
SPBC1348.01,SPBC1348.01,S. pombe specific DUF999 family protein 5,P0CS86,viable,SPBC1348.01.1,II,5451.0,6829.0,+,0.313,868.0,0.347,2.0,810.0,0.93,0.454,405.0,1.0,58.0,58.0,0.299,primary_transcript,1.0,0.36,18.29,0.35905338709594,,,30.58,8.3,2.83,269,0.56,,,,,4.0,47.912,18.0,SPAC212.01c|SPAC212.04c|SPAC750.06c|SPAC977.06|SPBC1348.07|SPBCPT2R1.01c|SPBPB2B2.07c|SPBPB2B2.14c,8.0
SPBC1348.02,ftm5,sub-telomeric 5Tm protein family Ftm5,P0CU14,viable,SPBC1348.02.1,II,7980.0,9457.0,+,0.305,1035.0,0.332,1.0,1035.0,1.0,0.382,1035.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,0.15,22.42,0.325221343508924,,,40.15,4.8,-8.38,344,0.55,,,,,5.0,44.816,3.0,ftm4|ftm1|ftm2|SPBPB2B2.19c,4.0
SPBC1348.03,ftm6,sub-telomeric 5Tm protein family Ftm6,Q9P3V7,unknown,SPBC1348.03.1,II,10569.0,11351.0,+,0.329,441.0,0.324,1.0,441.0,1.0,0.329,441.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,0.0,,0.306125794381972,,,17.13,10.46,14.81,146,0.58,,,,,3.0,52.138,11.0,,
SPBC1348.04,SPBC1348.04,methyltransferase,Q9P3V6,viable,SPBC1348.04.1,II,12176.0,12750.0,+,0.341,438.0,0.354,1.0,438.0,1.0,0.408,438.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,0.0,,0.314773785174434,,,16.57,9.9,8.57,145,0.52,,,,,4.0,43.138,12.0,SPAC750.03c|SPAC977.03,2.0
SPBC1348.05,SPBC1348.05,transmembrane transporter,Q9P3V5,viable,SPBC1348.05.1,II,13572.0,15378.0,+,0.348,1458.0,0.358,1.0,1458.0,1.0,0.368,1458.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,0.013,3.74,0.318118775119921,,,54.12,9.72,16.24,485,0.58,,,0.678909952606635,0.0857,4.0,47.788,8.0,SPAC750.02c|mfc1|SPBPB2B2.16c|SPCC1529.01,4.0
SPBC1348.06c,SPBC1348.06c,Velum formation protein 1-like conserved fungal family,P0CU13,inviable,SPBC1348.06c.1,II,15981.0,16592.0,-,0.394,612.0,0.394,1.0,612.0,1.0,0.474,612.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,0.0,,0.32318765707329,,,22.65,4.39,-6.95,203,0.59,,,,0.0931,5.0,52.862,3.0,SPAC977.05c|SPBPB2B2.15,2.0
SPBC1348.07,SPBC1348.07,S. pombe specific DUF999 family protein 6,Q9P3V3,viable,SPBC1348.07.1,II,19641.0,20606.0,+,0.32,743.0,0.326,2.0,693.0,0.93,0.434,346.5,1.0,50.0,50.0,0.333,primary_transcript,1.0,0.023,11.24,0.365862649288862,,,26.46,9.39,8.76,230,0.58,,,,,5.0,50.887,3.0,SPAC212.01c|SPAC212.04c|SPAC750.06c|SPAC977.06|SPBC1348.01|SPBCPT2R1.01c|SPBPB2B2.07c|SPBPB2B2.14c,8.0
SPBC1348.08c,SPBC1348.08c,"cell surface glycoprotein, adhesion molecule",P0CU04,viable,SPBC1348.08c.1,II,22111.0,23529.0,-,0.392,1251.0,0.404,1.0,1251.0,1.0,0.487,1251.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,0.038,,0.345140473649417,,,44.92,3.91,-20.74,416,0.61,,,,,4.0,52.436,3.0,pfl8|pfl6|SPAPB2C8.01|pfl4,4.0
SPBC1348.09,SPBC1348.09,"short chain dehydrogenase, implicated in cellular detoxification",P0CU01,viable,SPBC1348.09.1,II,24916.0,25626.0,+,0.382,711.0,0.381,1.0,711.0,1.0,0.461,711.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,0.0,,0.345328102596205,,,26.45,6.37,-1.83,236,0.59,,,,,3.0,55.42,9.0,ayr2,1.0
SPBC1348.10c,SPBC1348.10c,extracellular phospholipase,P0CU03,viable,SPBC1348.10c.1,II,26155.0,28372.0,-,0.397,2086.0,0.402,2.0,2022.0,0.97,0.5,1011.0,1.0,64.0,64.0,0.329,primary_transcript,1.0,1.1,33.98,0.361570897207466,,,74.6,4.48,-27.61,673,0.59,,,,,6.0,50.627,1.0,plb2|plb3|plb1|plb4|plb5,5.0
SPBC1348.12,SPBC1348.12,DNA-binding transcription factor,G2TRT1,unknown,SPBC1348.12.1,II,35112.0,36589.0,+,0.358,1478.0,0.358,5.0,1152.0,0.78,0.407,230.4,4.0,326.0,81.5,0.41,primary_transcript,1.0,0.3,53.06,0.329786499154297,,,44.39,8.13,7.39,383,0.61,,,,,,58.573,17.0,,
SPBC1348.14c,ght7,plasma membrane hexose transmembrane transporter Ght7,Q8TFG1,viable,SPBC1348.14c.1,II,38514.0,40143.0,-,0.391,1557.0,0.401,1.0,1557.0,1.0,0.447,1557.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,0.012,,0.375100493614334,,,57.92,7.9,3.84,518,0.57,,,0.260189573459716,1.0725,8.0,46.245,9.0,ght3|ght4|ght2|ght6|ght5|ght8|ght1,7.0
SPBC1348.15,SPBC1348.15,"Schizosaccharomyces pombe specific protein, F-box",P0CS84,unknown,SPBC1348.15.1,II,304.0,693.0,-,0.342,390.0,0.341,1.0,390.0,1.0,0.316,390.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,0.0,,0.32313941504875,,,15.13,7.43,0.6,129,0.54,,,,,,,,,
SPBC13A2.01c,cbc2,nuclear cap-binding complex small subunit,Q9P383,inviable,SPBC13A2.01c.1,II,3397894.0,3400098.0,-,0.365,738.0,0.359,3.0,549.0,0.74,0.443,183.0,2.0,189.0,94.5,0.382,primary_transcript,1.0,2.3,26.51,0.336966571378877,0.341296928327645,15.74,20.8,8.83,4.1,182,0.51,873.61,10.0722,0.175592417061611,0.0551,8.0,43.959,196.0,none,0.0
SPBC13A2.02,nup82,"nucleoporin, WD repeat Nup82",Q9P382,condition-dependent,SPBC13A2.02.1,II,3400618.0,3403309.0,+,0.362,2397.0,0.378,1.0,2397.0,1.0,0.474,2397.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,2.6,64.82,0.36501944955241,0.284090909090909,13.19,90.11,4.96,-26.43,798,0.59,5291.68,11.00531,0.895023696682465,0.1558,4.0,47.743,48.0,none,0.0
SPBC13A2.03,bbl1,ER phosphatidate cytidylyltransferase Bbl1,Q9P381,inviable,SPBC13A2.03.1,II,3403548.0,3405610.0,+,0.345,1548.0,0.362,3.0,1320.0,0.85,0.395,440.0,2.0,228.0,114.0,0.386,primary_transcript,1.0,6.0,26.8,0.367754209689141,0.120918984280532,6.15,49.94,9.58,18.06,439,0.59,10301.0,,0.258530805687204,0.0576,6.0,48.882,215.0,none,0.0
SPBC13A2.04c,ptr2,plasma membrane PTR family peptide transmembrane transporter Ptr2,Q9P380,viable,SPBC13A2.04c.1,II,3405575.0,3408359.0,-,0.364,1857.0,0.41,1.0,1857.0,1.0,0.395,1857.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,2.0,4.35,0.45004349082586,0.99009900990099,2.13,68.5,5.22,-6.46,618,0.56,920.94,,0.405687203791469,0.0726,9.0,42.457,294.0,none,0.0
SPBC13E7.01,cwf22,splicing factor Cwf22,Q9P6R9,inviable,SPBC13E7.01.1,II,3037902.0,3040813.0,+,0.38,2663.0,0.389,2.0,2664.0,1.0,0.441,1332.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,2.9,79.07,0.3607653206145,0.249376558603491,12.37,102.77,8.81,13.6,887,0.61,778.09,13.24023,0.387677725118483,,3.0,49.868,124.0,none,0.0
SPBC13E7.02,cwf24,ubiquitin-protein ligase E3/GCN5-related N acetyltransferase fusion protein,Q9P6R8,inviable,SPBC13E7.02.1,II,3041461.0,3043524.0,+,0.351,1602.0,0.368,1.0,1602.0,1.0,0.342,1602.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,1.0,121.96,0.357939749439929,0.133155792276964,6.55,60.71,9.51,21.02,533,0.58,1009.23,,0.762796208530806,0.1189,9.0,49.437,461.0,none,0.0
SPBC13E7.03c,vts1,Smaug family RNA-binding protein Vts1,Q9P6R7,viable,SPBC13E7.03c.1,II,3041640.0,3046010.0,-,0.379,2142.0,0.409,1.0,2142.0,1.0,0.408,2142.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,3.3,7.41,0.355122716572052,0.211864406779661,2.44,77.87,9.75,16.22,713,0.57,,8.790401,0.905687203791469,0.1705,3.0,47.65,232.0,none,0.0
SPBC13E7.04,atp16,F1-FO ATP synthase delta subunit (central stalk) Atp16,Q9P6R6,viable,SPBC13E7.04.1,II,3046841.0,3047666.0,+,0.367,504.0,0.409,1.0,504.0,1.0,0.355,504.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,4.3,120.23,0.419599165904045,0.211416490486258,26.6,18.41,6.54,-0.55,167,0.51,48842.07,10.90202,0.477488151658768,0.1443,5.0,48.476,153.0,none,0.0
SPBC13E7.05,gpi14,"pig-M, glycosylphosphatidylinositol-mannosyltransferase I complex subunit pig-M",Q9P6R5,inviable,SPBC13E7.05.1,II,3047901.0,3050504.0,+,0.33,2498.0,0.331,2.0,2448.0,0.98,0.395,1224.0,1.0,50.0,50.0,0.362,primary_transcript,1.0,0.77,2.76,0.329039471893782,0.147275405007364,7.26,94.68,9.59,31.45,815,0.62,,,0.888388625592417,0.12,6.0,51.219,36.0,none,0.0
SPBC13E7.06,msd1,microtubule-anchoring factor Msd1,Q9P6R4,viable,SPBC13E7.06.1,II,3050551.0,3051959.0,+,0.316,996.0,0.322,1.0,996.0,1.0,0.461,996.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,0.6,7.71,0.349880514168231,0.110132158590308,6.63,38.45,7.46,1.06,331,0.55,,,0.931990521327014,0.1729,5.0,47.775,180.0,none,0.0
SPBC13E7.07,SPBC13E7.07,Schizosaccharomyces specific protein,Q9P6R3,viable,SPBC13E7.07.1,II,3052473.0,3055355.0,+,0.381,822.0,0.391,1.0,822.0,1.0,0.434,822.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,6.6,31.0,0.39562500286432,0.164744645799012,13.28,31.06,10.72,29.19,273,0.57,4115.28,14.74369,0.956872037914692,0.1714,4.0,51.201,468.0,none,0.0
SPBC13E7.08c,leo1,RNA polymerase II associated Paf1 complex subunit Leo1,Q9P6R2,viable,SPBC13E7.08c.1,II,3052520.0,3055140.0,-,0.387,1480.0,0.405,2.0,1290.0,0.87,0.493,645.0,1.0,190.0,190.0,0.382,primary_transcript,1.0,5.2,71.06,0.369498973224077,0.202839756592292,15.33,48.73,4.15,-49.76,429,0.6,3471.47,11.16692,0.587677725118483,0.0953,4.0,53.136,338.0,none,0.0
SPBC13E7.09,vrp1,verprolin,Q9P6R1,viable,SPBC13E7.09.1,II,3055265.0,3058803.0,+,0.385,982.0,0.493,2.0,930.0,0.95,0.526,465.0,3.0,169.0,56.33,0.412,primary_transcript,1.0,3.3,4.06,0.383635049045007,,,31.22,11.43,18.18,309,0.55,32648.04,11.65096,0.562085308056872,0.2555,11.0,49.475,63.0,none,0.0
SPBC13E7.10c,brf1,transcription factor TFIIIB complex subunit Brf1,Q9P6R0,inviable,SPBC13E7.10c.1,II,3056037.0,3058477.0,-,0.375,1697.0,0.385,3.0,1479.0,0.87,0.425,493.0,3.0,324.0,108.0,0.364,primary_transcript,1.0,0.93,112.66,0.375343434322001,0.261096605744125,2.98,55.79,6.01,-4.55,492,0.56,278.92,,0.218720379146919,0.0498,4.0,47.454,97.0,none,0.0
SPBC13E7.11,rbd1,mitochondrial rhomboid family peptidase Rbd1,O14364,viable,SPBC13E7.11.1,II,3059113.0,3060237.0,+,0.372,897.0,0.389,1.0,897.0,1.0,0.355,897.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,1.1,12.22,0.340736503033916,0.0550964187327824,17.86,33.58,11.17,25.64,298,0.55,2482.97,,0.295497630331754,0.0891,6.0,49.871,164.0,none,0.0
SPBC13G1.01c,nam9,mitochondrial ribosomal protein subunit S4,O60063,inviable,SPBC13G1.01c.1,II,3728195.0,3729349.0,-,0.384,1037.0,0.388,2.0,984.0,0.95,0.466,492.0,1.0,53.0,53.0,0.292,primary_transcript,1.0,3.3,42.04,0.356915702376153,0.261096605744125,21.93,37.67,10.58,28.3,327,0.56,1890.17,22.50541,0.474644549763033,0.1128,7.0,48.418,607.0,none,0.0
