complex_term_id	GO_term_name	systematic_id	symbol	gene_product_description	UniProt_ID	evidence_code	source	assigned_by
GO:0030893	meiotic cohesin complex	SPCC4E9.01c	rec11	meiotic cohesin complex STAG protein Rec11	Q92380	IDA	PMID:12750522	PomBase
GO:0030896	checkpoint clamp complex	SPAC1952.07	rad1	checkpoint clamp complex protein Rad1	P22193	IDA	PMID:10648611	PomBase
GO:0030896	checkpoint clamp complex	SPAC20G4.04c	hus1	checkpoint clamp complex protein Hus1	P78955	IDA	PMID:10648611	PomBase
GO:0030896	checkpoint clamp complex	SPAC664.07c	rad9	checkpoint clamp complex protein Rad9	P26306	IDA	PMID:10648611	PomBase
GO:0030904	retromer complex	SPAC15E1.06	vps29	retromer complex subunit Vps29	Q9UTI5	IMP	PMID:16622069	PomBase
GO:0030904	retromer complex	SPAC4G9.13c	vps26	retromer complex arrestin related endocytic adaptor ubunit Vps26	Q10243	IMP	PMID:16622069	PomBase
GO:0030904	retromer complex	SPAPJ696.01c	vps17	retromer complex subunit Vps17	Q9URW7	IMP	PMID:16622069	PomBase
GO:0030904	retromer complex	SPBC887.06c	snx3	sorting nexin Snx3	O94291	IBA	GO_REF:0000033	GO_Central
GO:0030904	retromer complex	SPCC777.13	vps35	retromer complex subunit Vps35	O74552	IMP	PMID:16622069	PomBase
GO:0030904	retromer complex	SPCPJ732.01	vps5	retromer complex subunit Vps5	Q9C0U7	IMP	PMID:16622069	PomBase
GO:0030905	retromer, tubulation complex	SPAPJ696.01c	vps17	retromer complex subunit Vps17	Q9URW7	IBA	GO_REF:0000033	GO_Central
GO:0030905	retromer, tubulation complex	SPCPJ732.01	vps5	retromer complex subunit Vps5	Q9C0U7	ISO	GO_REF:0000024	PomBase
GO:0030906	retromer, cargo-selective complex	SPCC777.13	vps35	retromer complex subunit Vps35	O74552	IEA	GO_REF:0000002	InterPro
GO:0030907	MBF transcription complex	SPAC22F3.09c	res2	MBF transcription factor complex subunit Res2	P41412	EXP	PMID:9303312	PomBase
GO:0030907	MBF transcription complex	SPAC22F3.09c	res2	MBF transcription factor complex subunit Res2	P41412	IDA	PMID:24006488	PomBase
GO:0030907	MBF transcription complex	SPBC16A3.07c	nrm1	MBF complex corepressor Nrm1	O42913	EXP	PMID:16916637	PomBase
GO:0030907	MBF transcription complex	SPBC21B10.13c	yox1	MBF complex corepressor Yox1	P40923	IDA	PMID:19714215	PomBase
GO:0030907	MBF transcription complex	SPBC2F12.11c	rep2	MBF transcription factor activator Rep2	Q09824	EXP	PMID:9303312	PomBase
GO:0030907	MBF transcription complex	SPBC336.12c	cdc10	DNA-binding transcription factor, MBF transcription factor complex subunit Cdc10	P01129	EXP	PMID:9303312	PomBase
GO:0030907	MBF transcription complex	SPBC336.12c	cdc10	DNA-binding transcription factor, MBF transcription factor complex subunit Cdc10	P01129	IDA	PMID:24006488,PMID:7916653,PMID:8223442	PomBase
GO:0030907	MBF transcription complex	SPBC725.16	res1	MBF transcription factor complex subunit Res1	P33520	EXP	PMID:9303312	PomBase
GO:0030907	MBF transcription complex	SPBC725.16	res1	MBF transcription factor complex subunit Res1	P33520	IDA	PMID:7739540,PMID:7916653,PMID:8223442	PomBase
GO:0030915	Smc5-Smc6 complex	SPAC11E3.08c	nse6	Smc5-6 complex non-SMC subunit Nse6	O13688	IDA	PMID:16478984	PomBase
GO:0030915	Smc5-Smc6 complex	SPAC14C4.02c	smc5	Smc5-6 complex SMC P-loop ATPase subunit Smc5	O13710	IDA	PMID:10747036,PMID:12966087,PMID:15331764	PomBase
GO:0030915	Smc5-Smc6 complex	SPAC14C4.02c	smc5	Smc5-6 complex SMC P-loop ATPase subunit Smc5	O13710	IPI	PMID:28134253	PomBase
GO:0030915	Smc5-Smc6 complex	SPAC16A10.06c	nse2	Smc5-6 complex non-SMC SUMO ligase subunit Nse2	Q4PIR3	IDA	PMID:12966087,PMID:15331764	PomBase
GO:0030915	Smc5-Smc6 complex	SPBC20F10.04c	nse4	Smc5-6 complex non-SMC delta-kleisin subunit Nse4	Q6BDR8	IDA	PMID:15485909	PomBase
GO:0030915	Smc5-Smc6 complex	SPBC651.10	nse5	Smc5-6 complex non-SMC subunit Nse5	O94668	IDA	PMID:16478984	PomBase
GO:0030915	Smc5-Smc6 complex	SPCC550.05	nse1	Smc5-6 complex ubiquitin-protein ligase E3 subunit Nse1	Q53EK2	IDA	PMID:12966087,PMID:15331764	PomBase
GO:0030915	Smc5-Smc6 complex	SPCC5E4.06	smc6	Smc5-6 complex SMC P-loop ATPase subunit Smc6	P53692	IDA	PMID:10747036,PMID:12966087,PMID:15331764	PomBase
GO:0030915	Smc5-Smc6 complex	SPCC5E4.06	smc6	Smc5-6 complex SMC P-loop ATPase subunit Smc6	P53692	IPI	PMID:28134253	PomBase
GO:0030915	Smc5-Smc6 complex	SPCC645.04	nse3	Smc5-6 complex non-SMC MAGE family subunit Nse3	Q9Y7U4	IDA	PMID:15331764	PomBase
GO:0030956	glutamyl-tRNA(Gln) amidotransferase complex	SPAC343.13	gta2	mitochondrial glutamyl-tRNA amidotransferase beta subunit Gta2	Q9UT77	IBA	GO_REF:0000033	GO_Central
GO:0030956	glutamyl-tRNA(Gln) amidotransferase complex	SPBC646.03	gta1	mitochondrial glutamyl-tRNA amidotransferase alpha subunit Gta1	O94509	IBA	GO_REF:0000033	GO_Central
GO:0030956	glutamyl-tRNA(Gln) amidotransferase complex	SPCC777.11	gta3	mitochondrial glutamyl-tRNA amidotransferase complex subunit Gta3	O74550	ISO	GO_REF:0000024	PomBase
GO:0030958	RITS complex	SPAC18G6.02c	chp1	heterochromatin (HP1) family chromodomain protein Chp1	Q10103	EXP	PMID:22081013	PomBase
GO:0030958	RITS complex	SPAC18G6.02c	chp1	heterochromatin (HP1) family chromodomain protein Chp1	Q10103	IDA	PMID:14704433	PomBase
GO:0030958	RITS complex	SPBC83.03c	tas3	RITS complex subunit 3	O94687	EXP	PMID:22081013	PomBase
GO:0030958	RITS complex	SPBC83.03c	tas3	RITS complex subunit 3	O94687	IDA	PMID:14704433	PomBase
GO:0030958	RITS complex	SPCC736.11	ago1	argonaute	O74957	EXP	PMID:17531816	PomBase
GO:0030958	RITS complex	SPCC736.11	ago1	argonaute	O74957	IDA	PMID:14704433	PomBase
GO:0031011	Ino80 complex	SPAC10F6.08c	nht1	Ino80 complex HMG box subunit Nht1	O42648	IPI	PMID:19933844,PMID:33378674	PomBase
GO:0031011	Ino80 complex	SPAC144.02	iec1	Ino80 complex subunit Iec1	Q9UTM0	IDA	PMID:19040720	PomBase
GO:0031011	Ino80 complex	SPAC144.02	iec1	Ino80 complex subunit Iec1	Q9UTM0	IPI	PMID:19933844	PomBase
GO:0031011	Ino80 complex	SPAC222.04c	ies6	Ino80 complex subunit Ies6	Q9UTE8	IDA	PMID:19040720	PomBase
GO:0031011	Ino80 complex	SPAC222.04c	ies6	Ino80 complex subunit Ies6	Q9UTE8	IPI	PMID:19933844	PomBase
GO:0031011	Ino80 complex	SPAC22H12.02	tfg3	TFIID, TFIIF, Ino80, SWI/SNF, and NuA4 complex YEATS family subunit Tfg3	O94436	IPI	PMID:19933844	PomBase
GO:0031011	Ino80 complex	SPAC23D3.09	arp42	SWI/SNF and RSC complex subunit Arp42	Q09849	ISO	GO_REF:0000024	PomBase
GO:0031011	Ino80 complex	SPAC23G3.04	ies4	Ino80 complex subunit Ies4	Q9P7S9	IDA	PMID:19040720	PomBase
GO:0031011	Ino80 complex	SPAC23G3.04	ies4	Ino80 complex subunit Ies4	Q9P7S9	IPI	PMID:19933844	PomBase
GO:0031011	Ino80 complex	SPAC29B12.01	ino80	SNF2 family ATP-dependent chromatin remodeller Ino80	O14148	IDA	PMID:19040720	PomBase
GO:0031011	Ino80 complex	SPAC29B12.01	ino80	SNF2 family ATP-dependent chromatin remodeller Ino80	O14148	IPI	PMID:19933844	PomBase
GO:0031011	Ino80 complex	SPAC664.02c	arp8	Ino80 complex actin-like protein Arp8	Q9US07	IDA	PMID:19040720	PomBase
GO:0031011	Ino80 complex	SPAC664.02c	arp8	Ino80 complex actin-like protein Arp8	Q9US07	IPI	PMID:19933844	PomBase
GO:0031011	Ino80 complex	SPAC6B12.05c	ies2	Ino80 complex subunit Ies2	O14210	IPI	PMID:19933844	PomBase
GO:0031011	Ino80 complex	SPAPB1E7.14	iec5	Ino80 complex subunit Iec5	B8Y7Y5	IDA	PMID:19040720	PomBase
GO:0031011	Ino80 complex	SPAPB1E7.14	iec5	Ino80 complex subunit Iec5	B8Y7Y5	IPI	PMID:33378674	PomBase
GO:0031011	Ino80 complex	SPAPB8E5.09	rvb1	chaperone, AAA family ATPase Rvb1	Q9C0X6	IDA	PMID:19040720	PomBase
GO:0031011	Ino80 complex	SPAPB8E5.09	rvb1	chaperone, AAA family ATPase Rvb1	Q9C0X6	IPI	PMID:19933844	PomBase
GO:0031011	Ino80 complex	SPBC32H8.12c	act1	actin Act1	P10989	IDA	PMID:19040720	PomBase
GO:0031011	Ino80 complex	SPBC32H8.12c	act1	actin Act1	P10989	IPI	PMID:19933844	PomBase
GO:0031011	Ino80 complex	SPBC365.10	arp5	Ino80 complex actin-like protein Arp5	Q9Y7X8	IDA	PMID:19040720	PomBase
GO:0031011	Ino80 complex	SPBC365.10	arp5	Ino80 complex actin-like protein Arp5	Q9Y7X8	IPI	PMID:19933844	PomBase
GO:0031011	Ino80 complex	SPBC83.08	rvb2	chaperone, AAA family ATPase Rvb2	O94692	IPI	PMID:19933844	PomBase
GO:0031011	Ino80 complex	SPBP23A10.08	alp5	Ino80, NuA4 and Swr1 complex actin-like protein Arp4	Q9P7X7	IDA	PMID:19040720	PomBase
GO:0031011	Ino80 complex	SPBP23A10.08	alp5	Ino80, NuA4 and Swr1 complex actin-like protein Arp4	Q9P7X7	IPI	PMID:19933844	PomBase
GO:0031011	Ino80 complex	SPCC1259.04	iec3	Ino80 complex subunit Iec3	O94704	IDA	PMID:19040720	PomBase
GO:0031011	Ino80 complex	SPCC1259.04	iec3	Ino80 complex subunit Iec3	O94704	IPI	PMID:19933844,PMID:33378674	PomBase
GO:0031011	Ino80 complex	SPCC16C4.20c	hap2	Ino80 complex HMG box protein Hap2	Q9P7Z9	IPI	PMID:19933844	PomBase
GO:0031080	nuclear pore outer ring	SPAC1486.05	nup189	nucleoporin Nup98 and Nup96	Q9UTK4	IDA	PMID:15226438	PomBase
GO:0031080	nuclear pore outer ring	SPAC15F9.02	seh1	GATOR2-SEACAT complex WD repeat subunit Seh1	Q10099	IDA	PMID:15226438	PomBase
GO:0031080	nuclear pore outer ring	SPAC1805.04	nup132	nucleoporin, WD repeat Nup132	Q9UTH0	IDA	PMID:15226438	PomBase
GO:0031080	nuclear pore outer ring	SPAC4F10.18	nup37	nucleoporin, WD repeat Nup37	O36030	EXP	PMID:23019579	PomBase
GO:0031080	nuclear pore outer ring	SPBC17G9.04c	nup85	nucleoporin Nup85	Q9UUE5	IDA	PMID:15226438	PomBase
GO:0031080	nuclear pore outer ring	SPBC215.15	sec13	GATOR2-SEACAT complex/COPII-coated vesicle component/nuclear pore outer ring WD repeat protein Sec13	O94319	IBA	GO_REF:0000033	GO_Central
GO:0031080	nuclear pore outer ring	SPBC3B9.16c	nup120	nucleoporin, WD repeat Nup120	O43044	EXP	PMID:23019579	PomBase
GO:0031080	nuclear pore outer ring	SPBC3B9.16c	nup120	nucleoporin, WD repeat Nup120	O43044	IDA	PMID:15226438	PomBase
GO:0031080	nuclear pore outer ring	SPBC428.01c	nup107	nucleoporin Nup107	Q10331	IDA	PMID:15226438	PomBase
GO:0031080	nuclear pore outer ring	SPBP35G2.06c	nup131	nucleoporin, WD repeat Nup131	Q9P797	IDA	PMID:15226438	PomBase
GO:0031201	SNARE complex	SPAC17G6.07c	use1	SNARE Use1	O13785	IBA	GO_REF:0000033	GO_Central
GO:0031201	SNARE complex	SPAC23A1.15c	sec20	SNARE Sec20	O42852	IBA	GO_REF:0000033	GO_Central
GO:0031201	SNARE complex	SPAC4G8.10	gos1	SNARE Gos1	Q09835	IBA	GO_REF:0000033	GO_Central
GO:0031201	SNARE complex	SPAC6F12.03c	fsv1	SNARE Stx8	O14222	IBA	GO_REF:0000033	GO_Central
GO:0031201	SNARE complex	SPAC6G9.11	syb1	SNAP receptor, synaptobrevin family	Q92356	IBA	GO_REF:0000033	GO_Central
GO:0031201	SNARE complex	SPAC823.05c	tlg2	SNARE Tlg2	Q9P6P1	IBA	GO_REF:0000033	GO_Central
GO:0031201	SNARE complex	SPAC959.02	sec17	alpha SNAP	Q9P4X4	IBA	GO_REF:0000033	GO_Central
GO:0031201	SNARE complex	SPAP14E8.03	bos1	SNARE Bos1	Q9P7G5	IBA	GO_REF:0000033	GO_Central
GO:0031201	SNARE complex	SPBC26H8.02c	sec9	SNAP-25 homologue, t-SNARE component Sec9	O74786	IBA	GO_REF:0000033	GO_Central
GO:0031201	SNARE complex	SPBC2A9.08c	sec22	SNARE Sec22	Q9Y7L0	IBA	GO_REF:0000033	GO_Central
GO:0031201	SNARE complex	SPBC31E1.04	pep12	SNARE Pep12	O94651	IBA	GO_REF:0000033	GO_Central
GO:0031201	SNARE complex	SPBC36B7.07	tlg1	SNARE Tlg1	Q9HGN3	IBA	GO_REF:0000033	GO_Central
GO:0031201	SNARE complex	SPBC3B9.10	vti1	SNARE Vti1	P78768	IBA	GO_REF:0000033	GO_Central
GO:0031201	SNARE complex	SPBC8D2.14c	sed5	SNARE Sed5	O13644	IBA	GO_REF:0000033	GO_Central
GO:0031201	SNARE complex	SPCC594.06c	vsl1	vacuolar SNARE Vsl1/Vam7	O74509	IBA	GO_REF:0000033	GO_Central
GO:0031201	SNARE complex	SPCC825.03c	psy1	plasma membrane SNARE Psy1	Q9USH7	IBA	GO_REF:0000033	GO_Central
GO:0031201	SNARE complex	SPCC895.04c	ufe1	SNARE Ufe1	O94531	IBA	GO_REF:0000033	GO_Central
GO:0031207	Sec62/Sec63 complex	SPAC17G6.09	sec62	ER protein translocation subcomplex subunit Sec62	O13787	ISO	GO_REF:0000024	PomBase
GO:0031207	Sec62/Sec63 complex	SPAC2F3.02	sec67	ER protein translocation subcomplex DNAJ domain protein subunit Sec67	O14085	ISO	GO_REF:0000024	PomBase
GO:0031207	Sec62/Sec63 complex	SPBC36B7.03	sec63	ER protein translocation subcomplex DNAJ domain protein subunit Sec63	Q9HGN7	ISO	GO_REF:0000024	PomBase
GO:0031207	Sec62/Sec63 complex	SPBC409.21	sec66	ER protein translocation subcomplex subunit Sec66	Q9UUA4	IBA	GO_REF:0000033	GO_Central
GO:0031211	endoplasmic reticulum palmitoyltransferase complex	SPAC3F10.07c	erf4	palmitoyltransferase complex accessory subunit Erf4	Q10182	IBA	GO_REF:0000033	GO_Central
GO:0031211	endoplasmic reticulum palmitoyltransferase complex	SPBC3H7.09	erf2	palmitoyltransferase Erf2	O74384	ISO	GO_REF:0000024	PomBase
GO:0031251	PAN complex	SPAC1B1.04c	pan3	PAN complex protein phosphotransferase subunit Pan3	O13865	IBA	GO_REF:0000033	GO_Central
GO:0031251	PAN complex	SPAC22G7.04	pan2	PAN complex (poly(A)-specific ribonuclease) ubiquitin C-terminal hydrolase subunit Pan2	Q09798	IBA	GO_REF:0000033	GO_Central
GO:0031251	PAN complex	SPBC336.14c	ppk26	PAN complex protein phosphotransferase subunit Ppk26	Q9UST1	IBA	GO_REF:0000033	GO_Central
GO:0031261	DNA replication preinitiation complex	SPAC17D4.02	cdc45	DNA replication pre-initiation complex subunit Cdc45	O74113	IDA	PMID:16990792	PomBase
GO:0031261	DNA replication preinitiation complex	SPAC1B2.05	mcm5	MCM complex subunit Mcm5	P41389	IC	PMID:9366552	PomBase
GO:0031261	DNA replication preinitiation complex	SPAC23C4.18c	rad4	BRCT domain protein Rad4	P32372	IDA	PMID:21945095	PomBase
GO:0031261	DNA replication preinitiation complex	SPAC24H6.06	sld3	DNA replication pre-initiation complex subunit Sld3	Q09761	IBA	GO_REF:0000033	GO_Central
GO:0031261	DNA replication preinitiation complex	SPAC3H1.01c	orc3	origin recognition complex subunit Orc3	Q10067	IBA	GO_REF:0000033	GO_Central
GO:0031261	DNA replication preinitiation complex	SPAC6B12.11	drc1	DNA replication preinitiation complex assembly protein	O14216	IBA	GO_REF:0000033	GO_Central
GO:0031261	DNA replication preinitiation complex	SPBC211.04c	mcm6	MCM complex subunit Mcm6	P49731	IC	PMID:9366552	PomBase
GO:0031261	DNA replication preinitiation complex	SPBC25D12.03c	mcm7	MCM complex subunit Mcm7	O75001	IC	PMID:9366552	PomBase
GO:0031261	DNA replication preinitiation complex	SPBC29A10.15	orc1	origin recognition complex subunit Orc1	P54789	IC	PMID:10535928	PomBase
GO:0031261	DNA replication preinitiation complex	SPBC2A9.12	orc6	origin recognition complex subunit Orc6	O74796	IC	PMID:10535928	PomBase
GO:0031261	DNA replication preinitiation complex	SPBC4.04c	mcm2	MCM complex subunit Mcm2	P40377	IC	PMID:9366552	PomBase
GO:0031261	DNA replication preinitiation complex	SPBC646.14c	orc5	origin recognition complex subunit Orc5	O43114	IC	PMID:10535928	PomBase
GO:0031261	DNA replication preinitiation complex	SPBC685.09	orc2	origin recognition complex subunit Orc2	Q09142	IC	PMID:10535928	PomBase
GO:0031261	DNA replication preinitiation complex	SPBP23A10.13	orc4	origin recognition complex subunit Orc4	Q9Y794	IC	PMID:10535928	PomBase
GO:0031261	DNA replication preinitiation complex	SPBP8B7.14c	dpb2	DNA polymerase epsilon catalytic subunit B, Dpb2	O94263	IC	GO_REF:0000111	PomBase
GO:0031261	DNA replication preinitiation complex	SPCC1682.02c	mcm3	MCM complex subunit Mcm3	P30666	IC	PMID:9366552	PomBase
GO:0031261	DNA replication preinitiation complex	SPCC16A11.17	mcm4	MCM complex subunit Mcm4/Cdc21	P29458	IC	PMID:9366552	PomBase
GO:0031262	Ndc80 complex	SPAC27F1.04c	nuf2	Ndc80 complex subunit Nuf2	Q10173	IDA	PMID:15728720,PMID:28502666	PomBase
GO:0031262	Ndc80 complex	SPBC11C11.03	ndc80	Ndc80 complex subunit Ndc80	Q10198	IDA	PMID:15728720,PMID:28502666	PomBase
GO:0031262	Ndc80 complex	SPBC336.08	spc24	Ndc80 complex subunit Spc24	Q9UST6	IDA	PMID:15728720,PMID:28502666	PomBase
GO:0031262	Ndc80 complex	SPCC188.04c	spc25	Ndc80 complex subunit Spc25	Q10430	IDA	PMID:15728720,PMID:28502666	PomBase
GO:0031298	replication fork protection complex	SPAC694.06c	mrc1	claspin, Mrc1	Q9P7T4	ISO	GO_REF:0000024	PomBase
GO:0031298	replication fork protection complex	SPBC216.06c	swi1	replication fork protection complex subunit Swi1	Q9UUM2	IDA	PMID:15367656	PomBase
GO:0031298	replication fork protection complex	SPBC30D10.04	swi3	replication fork protection complex subunit Swi3	O14350	IDA	PMID:15367656	PomBase
GO:0031332	RNAi effector complex	SPCC645.08c	snd1	tudor domain and nuclease, Snd1	Q9Y7U7	IEA	GO_REF:0000002	InterPro
GO:0031371	ubiquitin conjugating enzyme complex	SPCC338.05c	mms2	ubiquitin conjugating enzyme E2 Mms2	O74983	IBA	GO_REF:0000033	GO_Central
GO:0031379	RNA-directed RNA polymerase complex	SPCC1739.03	hrr1	RNAi-mediated heterochromatin assembly helicase Hrr1	O74465	IDA	PMID:15607976	PomBase
GO:0031379	RNA-directed RNA polymerase complex	SPCC663.12	cid12	poly(A) polymerase Cid12	O74518	IDA	PMID:15607976	PomBase
GO:0031380	nuclear RNA-directed RNA polymerase complex	SPAC6F12.09	rdp1	RNA-directed RNA polymerase (RDRC) Rdp1	O14227	IDA	PMID:15607976	PomBase
GO:0031380	nuclear RNA-directed RNA polymerase complex	SPCC1739.03	hrr1	RNAi-mediated heterochromatin assembly helicase Hrr1	O74465	IDA	PMID:15607976	PomBase
GO:0031380	nuclear RNA-directed RNA polymerase complex	SPCC663.12	cid12	poly(A) polymerase Cid12	O74518	IDA	PMID:15607976	PomBase
GO:0031389	Rad17 RFC-like complex	SPAC14C4.13	rad17	RFC related checkpoint protein Rad17	P50531	ISO	GO_REF:0000024	PomBase
GO:0031389	Rad17 RFC-like complex	SPAC1687.03c	rfc4	DNA replication factor C complex subunit Rfc4	O94449	IBA	GO_REF:0000033	GO_Central
GO:0031389	Rad17 RFC-like complex	SPAC23D3.02	rfc2	DNA replication factor C complex subunit Rfc2	Q09843	ISO	GO_REF:0000024	PomBase
GO:0031389	Rad17 RFC-like complex	SPAC27E2.10c	rfc3	DNA replication factor C complex subunit Rfc3	O14003	IBA	GO_REF:0000033	GO_Central
GO:0031389	Rad17 RFC-like complex	SPBC83.14c	rfc5	DNA replication factor C complex subunit Rfc5	O94697	IBA	GO_REF:0000033	GO_Central
GO:0031390	Ctf18 RFC-like complex	SPAC1687.03c	rfc4	DNA replication factor C complex subunit Rfc4	O94449	IBA	GO_REF:0000033	GO_Central
GO:0031390	Ctf18 RFC-like complex	SPAC19D5.11c	ctf8	Ctf18 RFC-like complex subunit Ctf8	Q65ZA6	ISO	GO_REF:0000024	PomBase
GO:0031390	Ctf18 RFC-like complex	SPAC23D3.02	rfc2	DNA replication factor C complex subunit Rfc2	Q09843	ISO	GO_REF:0000024	PomBase
GO:0031390	Ctf18 RFC-like complex	SPAC27E2.10c	rfc3	DNA replication factor C complex subunit Rfc3	O14003	IBA	GO_REF:0000033	GO_Central
GO:0031390	Ctf18 RFC-like complex	SPAC31A2.15c	dcc1	Ctf18 RFC-like complex subunit Dcc1	Q09732	IBA	GO_REF:0000033	GO_Central
GO:0031390	Ctf18 RFC-like complex	SPBC83.14c	rfc5	DNA replication factor C complex subunit Rfc5	O94697	IBA	GO_REF:0000033	GO_Central
GO:0031390	Ctf18 RFC-like complex	SPBC902.02c	ctf18	Ctf18 RFC-like complex subunit Ctf18	Q9USQ1	IPI	PMID:18045993	PomBase
GO:0031391	Elg1 RFC-like complex	SPAC1687.03c	rfc4	DNA replication factor C complex subunit Rfc4	O94449	IDA	PMID:16040599	PomBase
GO:0031391	Elg1 RFC-like complex	SPAC23D3.02	rfc2	DNA replication factor C complex subunit Rfc2	Q09843	IDA	PMID:16040599	PomBase
GO:0031391	Elg1 RFC-like complex	SPAC27E2.10c	rfc3	DNA replication factor C complex subunit Rfc3	O14003	IDA	PMID:16040599	PomBase
GO:0031391	Elg1 RFC-like complex	SPBC83.14c	rfc5	DNA replication factor C complex subunit Rfc5	O94697	IDA	PMID:16040599	PomBase
GO:0031391	Elg1 RFC-like complex	SPBC947.11c	elg1	DNA replication factor C complex subunit Elg1	O43086	IDA	PMID:16040599	PomBase
GO:0031415	NatA complex	SPAC15E1.08	naa10	NatA N-acetyltransferase complex catalytic subunit Naa10	Q9UTI3	IDA	PMID:23912279	PomBase
GO:0031415	NatA complex	SPBC418.02	nat1	NatA N-acetyltransferase complex regulatory subunit Nat1	Q9Y7X2	IBA	GO_REF:0000033	GO_Central
GO:0031415	NatA complex	SPCC338.07c	naa15	NatA N-acetyltransferase complex regulatory subunit Naa15	O74985	IDA	PMID:23912279	PomBase
GO:0031415	NatA complex	SPCC663.13c	naa50	NatA N-acetyltransferase subunit Naa50	O74519	IBA	GO_REF:0000033	GO_Central
GO:0031416	NatB complex	SPBC1215.02c	naa25	NatB N-acetyltransferase complex regulatory subunit Naa25	Q9Y809	IBA	GO_REF:0000033	GO_Central
GO:0031416	NatB complex	SPCC16C4.12	naa20	NatB N-acetyltransferase complex catalytic subunit Naa20	O74457	IBA	GO_REF:0000033	GO_Central
GO:0031417	NatC complex	SPBC15D4.06	naa30	NatC N-acetyltransferase complex catalytic subunit Naa30	O74311	IDA	PMID:34019809	PomBase
GO:0031417	NatC complex	SPBC1861.03	naa35	NatC N-acetyltransferase complex subunit Naa35	Q9USY3	IDA	PMID:34019809	PomBase
GO:0031417	NatC complex	SPBC947.03c	naa38	NatC N-acetyltransferase non-catalytic Sm-like domain subunit Naa38	O43080	IDA	PMID:34019809	PomBase
GO:0031422	RecQ family helicase-topoisomerase III complex	SPAC26A3.03c	rmi1	RecQ mediated genome instability protein Rmi1	Q10160	IDA	PMID:15889139	PomBase
GO:0031422	RecQ family helicase-topoisomerase III complex	SPAC2G11.12	rqh1	RecQ type DNA helicase Rqh1	Q09811	IDA	PMID:12724426	PomBase
GO:0031422	RecQ family helicase-topoisomerase III complex	SPBC16G5.12c	top3	DNA topoisomerase III	O60126	IDA	PMID:12724426	PomBase
GO:0031428	box C/D methylation guide snoRNP complex	SPAC23G3.06	nop58	small subunit processome, U3 snoRNP-associated protein Nop58	Q9P7S7	IBA	GO_REF:0000033	GO_Central
GO:0031428	box C/D methylation guide snoRNP complex	SPAC607.03c	snu13	U3 snoRNP-associated protein Snu13	O74690	IBA	GO_REF:0000033	GO_Central
GO:0031428	box C/D methylation guide snoRNP complex	SPBC2D10.10c	fib1	fibrillarin, rRNA and histone methyltransferase	P35551	IBA	GO_REF:0000033	GO_Central
GO:0031428	box C/D methylation guide snoRNP complex	SPBC4.02c	SPBC4.02c	rRNA 2'-O-methyltransferase fibrillarin-like	Q9USS8	IBA	GO_REF:0000033	GO_Central
GO:0031428	box C/D methylation guide snoRNP complex	SPBC646.10c	nop56	U3 snoRNP-associated protein Nop56	O94514	IBA	GO_REF:0000033	GO_Central
GO:0031428	box C/D methylation guide snoRNP complex	SPNCRNA.445	snoR61	small nucleolar RNA snR61		ISO	GO_REF:0000024	PomBase
GO:0031428	box C/D methylation guide snoRNP complex	SPSNORNA.29	sno52	small nucleolar RNA R52		ISO	GO_REF:0000024	PomBase
GO:0031428	box C/D methylation guide snoRNP complex	SPSNORNA.55	snR107	C/D-box small nucleolar RNA snR107		IDA	PMID:40185772	PomBase
GO:0031429	box H/ACA snoRNP complex	SPAC1782.10c	nhp2	box H/ACA snoRNP complex subunit Nhp2	Q9P7H0	IGI	PMID:10502409	PomBase
GO:0031429	box H/ACA snoRNP complex	SPAC29A4.04c	cbf5	pseudouridine synthase Cbf5	O14007	IBA	GO_REF:0000033	GO_Central
GO:0031429	box H/ACA snoRNP complex	SPAP27G11.13c	nop10	box H/ACA snoRNP complex protein	Q9P7M5	IBA	GO_REF:0000033	GO_Central
GO:0031429	box H/ACA snoRNP complex	SPBC20F10.01	gar1	box H/ACA snoRNP complex subunit Gar1	Q06975	IBA	GO_REF:0000033	GO_Central
GO:0031429	box H/ACA snoRNP complex	SPSNORNA.20	snR30	small nucleolar RNA U17		ISO	GO_REF:0000024	PomBase
GO:0031431	Dbf4-dependent protein kinase complex	SPBC776.12c	hsk1	Dbf4(Dfp1)-dependent protein kinase Hsk1	P50582	IDA	PMID:10409743,PMID:9705352	PomBase
GO:0031431	Dbf4-dependent protein kinase complex	SPBC776.12c	hsk1	Dbf4(Dfp1)-dependent protein kinase Hsk1	P50582	IPI	PMID:21095590	PomBase
GO:0031431	Dbf4-dependent protein kinase complex	SPCC550.13	dfp1	Hsk1-Dfp1 kinase complex regulatory subunit Dfp1	O59836	IDA	PMID:10409743,PMID:9705352	PomBase
GO:0031431	Dbf4-dependent protein kinase complex	SPCC550.13	dfp1	Hsk1-Dfp1 kinase complex regulatory subunit Dfp1	O59836	IPI	PMID:21095590	PomBase
GO:0031461	cullin-RING ubiquitin ligase complex	SPAC1565.07c	knd1	Cullin-associated NEDD8-dissociated protein Knd1	Q9P3A8	ISS	GO_REF:0000024	PomBase
GO:0031463	Cul3-RING ubiquitin ligase complex	SPAC24H6.03	cul3	cullin 3	Q09760	IBA	GO_REF:0000033	GO_Central
GO:0031464	Cul4A-RING E3 ubiquitin ligase complex	SPBC577.09	ckn1	ERCC8 DNA repair homolog	Q9USR0	IBA	GO_REF:0000033	GO_Central
